name confidence ymin xmin ymax xmax
apple 0.891983 3402.514160 1694.523804 3449.832031 1748.254517
apple 0.889110 3519.160400 2733.285889 3575.831299 2783.712158
apple 0.888385 3425.219971 1829.483887 3491.755615 1882.506836
apple 0.872686 1824.766724 2835.637451 1860.718872 2879.916260
apple 0.865493 1232.557373 2696.743896 1289.975586 2742.829346
apple 0.865224 1878.786133 4035.030518 1912.165039 4074.912842
apple 0.863624 1310.757446 2653.113770 1365.648560 2695.702148
apple 0.862080 1799.778320 2962.266602 1831.344238 3007.622070
apple 0.860813 1994.208008 3780.278320 2033.246094 3818.645508
apple 0.859290 774.825317 3964.586182 847.437256 4016.557373
apple 0.855624 1813.774292 3896.030273 1861.700562 3945.683594
apple 0.851980 1291.086548 2038.127319 1346.365601 2087.584717
apple 0.844907 1804.658936 2586.681396 1848.087158 2621.892334
apple 0.843595 3476.118896 3363.588379 3514.495850 3410.358398
apple 0.842721 1509.151245 2760.281494 1570.436646 2813.090088
apple 0.837690 1495.367310 1910.566406 1543.284058 1958.000244
apple 0.837269 1495.081909 3969.788330 1560.354614 4020.040283
apple 0.835117 3580.427246 2246.513184 3629.584473 2291.574219
apple 0.834718 1251.281738 1535.876465 1314.383057 1583.146729
apple 0.834255 1544.999268 2757.783691 1609.248291 2810.657715
apple 0.831741 3509.383545 3563.429443 3555.964111 3604.652100
apple 0.831334 1206.243896 2721.063965 1265.269531 2774.407227
apple 0.827558 3495.586182 2221.692871 3546.103271 2264.573730
apple 0.826561 3091.589600 1773.039795 3142.862549 1819.791504
apple 0.817696 1511.178223 2569.690674 1579.893066 2619.678467
apple 0.813646 1895.985229 2951.512207 1956.583618 2996.231445
apple 0.813556 3403.524170 3422.821533 3451.253662 3470.561768
apple 0.811831 1784.108032 2829.345459 1812.670532 2864.520264
apple 0.807591 2238.686768 1303.903931 2297.317627 1353.949341
apple 0.804739 3350.336426 2685.535400 3390.779297 2724.766846
apple 0.804062 3531.498535 3813.094727 3582.474609 3856.626465
apple 0.801760 1532.466797 3842.669678 1568.220459 3883.442627
apple 0.801719 3447.839600 2258.138672 3481.853760 2303.845215
apple 0.800194 1867.854614 2897.777588 1918.736938 2940.088623
apple 0.796573 3617.955811 2931.694824 3648.000000 2978.776367
apple 0.791681 2226.168213 4024.291260 2273.229736 4074.153076
apple 0.791453 1659.763428 1371.797607 1717.225342 1420.562256
apple 0.790626 1970.481567 3072.960693 2033.122192 3122.911865
apple 0.789588 2392.854004 2408.581543 2429.812500 2445.876465
apple 0.786046 1710.154297 3254.455322 1765.138916 3298.796631
apple 0.785274 3342.677490 2052.189697 3412.209717 2104.538818
apple 0.783829 1610.833984 2253.503174 1656.282959 2282.666748
apple 0.783787 3616.171631 2973.547852 3648.000000 3021.424316
apple 0.783402 1358.259888 2664.945068 1404.670288 2706.412842
apple 0.782107 2045.498413 3918.104004 2084.895020 3966.564453
apple 0.780226 580.574951 2470.223145 627.067993 2515.873535
apple 0.778093 901.040283 3660.232910 958.909912 3707.067383
apple 0.772864 1295.452271 1471.018921 1334.577515 1512.257935
apple 0.770227 648.412720 2188.185059 696.130859 2231.369141
apple 0.769120 3485.118652 2239.189453 3529.926758 2284.645508
apple 0.768576 1708.591309 1905.579590 1757.025635 1952.303955
apple 0.766512 1529.879883 1939.214478 1575.291992 1986.670044
apple 0.766120 1454.735474 3989.771484 1484.772827 4032.369629
apple 0.765216 3547.449951 3524.432129 3581.955811 3564.086914
apple 0.761725 3495.220947 3526.780518 3553.294678 3570.468506
apple 0.759804 2587.475098 2057.622803 2629.463867 2098.973389
apple 0.759639 3575.896973 2294.784668 3613.812988 2337.112305
apple 0.753349 1798.883301 3014.237061 1833.809814 3062.314209
apple 0.752045 3056.119385 3294.128174 3088.196533 3319.122803
apple 0.748045 3353.824463 1965.649780 3394.697021 2001.724487
apple 0.742047 1950.526855 3742.974609 1998.409912 3780.215820
apple 0.740981 3033.308350 3266.110107 3064.443115 3288.801025
apple 0.739188 1335.156128 2017.497803 1380.820190 2062.184082
apple 0.728584 3607.676270 3645.927734 3647.881348 3688.663574
apple 0.727729 871.246704 3895.547363 913.872681 3943.950684
apple 0.723307 3365.211182 2075.977783 3412.743896 2122.725830
apple 0.718558 788.696167 4022.426514 851.316772 4071.548096
apple 0.718220 0.371149 2379.864258 48.980385 2423.348633
apple 0.716633 1705.693481 2947.673340 1751.277222 2985.662109
apple 0.715119 3504.110352 2778.879883 3567.292480 2824.241211
apple 0.714764 3523.486084 2762.359375 3575.160400 2814.283203
apple 0.712539 1766.276733 1256.465332 1798.067993 1293.574707
apple 0.707364 3580.872314 2382.378174 3632.474854 2433.914795
apple 0.706967 1860.927734 2861.424805 1918.274902 2903.353516
apple 0.702729 669.189209 4397.314453 711.911133 4437.297852
apple 0.701298 3498.505127 1516.046509 3551.412354 1560.868530
apple 0.698455 3317.691406 1992.832031 3351.664551 2033.668701
apple 0.698450 1434.421509 950.100342 1478.193970 988.896851
apple 0.697544 503.290070 2283.297607 542.110901 2322.636475
apple 0.696192 3413.319092 2238.639404 3448.123779 2280.841064
apple 0.695656 1663.537720 3284.275635 1701.439087 3315.074463
apple 0.694326 1298.577148 1988.114746 1324.605225 2020.808105
apple 0.691877 2664.803955 3872.589600 2719.955322 3919.036865
apple 0.691165 2195.041748 2891.770264 2238.148682 2931.010010
apple 0.688426 2637.679443 3232.197021 2673.352295 3272.558350
apple 0.688012 1769.235474 1299.239746 1819.317017 1344.351807
apple 0.684803 3546.329590 1976.842529 3586.768555 2024.676270
apple 0.683349 269.218719 3450.448486 318.935822 3494.912354
apple 0.680593 1722.362305 1310.177246 1768.425781 1351.375732
apple 0.674471 1440.324585 2479.250000 1479.982056 2510.630371
apple 0.673677 1946.433105 2981.377197 1974.825195 3009.062256
apple 0.665697 3451.286377 1822.283569 3505.641846 1867.489380
apple 0.663512 1302.816895 1542.259888 1352.389404 1594.771606
