name confidence ymin xmin ymax xmax
apple 0.926325 1724.235352 3820.266113 1783.025146 3873.690918
apple 0.921734 1981.121582 3202.687500 2048.309082 3253.051758
apple 0.921407 1612.451660 2817.140869 1664.611084 2848.178955
apple 0.915075 2110.505127 3516.851318 2167.338135 3573.563721
apple 0.913471 1076.498291 2303.701416 1142.472900 2355.140381
apple 0.907613 1894.016602 3515.678467 1950.902344 3566.327881
apple 0.898209 1989.653442 3245.462891 2041.294800 3274.354004
apple 0.897035 997.327271 2624.957031 1062.773071 2675.708008
apple 0.891797 1075.798462 3328.870117 1119.745483 3372.249023
apple 0.889374 1458.399658 3138.810059 1512.927002 3189.808594
apple 0.887435 2032.185547 3179.963379 2076.283691 3215.124023
apple 0.885544 1164.912476 3484.091064 1221.740112 3534.606201
apple 0.884274 1130.116943 2301.597900 1190.907227 2348.716064
apple 0.882212 1332.092285 2680.895020 1371.348145 2712.132812
apple 0.882203 1971.738159 2117.741211 2030.150513 2168.155762
apple 0.882047 1802.815552 3057.350586 1848.078491 3088.589355
apple 0.881727 2142.029541 4009.108154 2179.998291 4039.143311
apple 0.879112 1732.951660 3089.738525 1787.433105 3139.446533
apple 0.877614 1380.007812 1931.673706 1438.410889 1980.384644
apple 0.877352 37.056213 1977.927734 99.640457 2032.626465
apple 0.876834 1735.837158 2179.435791 1806.165283 2229.672119
apple 0.876443 1759.887695 3035.882812 1812.375977 3083.054688
apple 0.876019 1871.803711 3409.528564 1916.283203 3444.107178
apple 0.874429 1373.718506 1729.460815 1439.018066 1782.319702
apple 0.870472 1362.667358 1690.685181 1424.703491 1737.719604
apple 0.866925 3335.227783 2465.731934 3384.965576 2509.343750
apple 0.866647 1509.217163 2471.822021 1567.288208 2517.750244
apple 0.863889 1307.117065 2955.775391 1347.881958 3005.117188
apple 0.863113 1732.930054 1652.181885 1802.503052 1710.505859
apple 0.862014 1994.359985 2101.465088 2053.073730 2148.877197
apple 0.860988 1287.329834 2260.634766 1339.008301 2305.931152
apple 0.858815 2000.164673 4628.287598 2072.656006 4679.141113
apple 0.858118 137.586960 2327.520996 184.249954 2362.306152
apple 0.856865 1764.514526 2605.439209 1805.659790 2652.236084
apple 0.856270 1289.038818 2177.557129 1352.955322 2228.611328
apple 0.854987 1337.753662 3199.863525 1378.895020 3244.163818
apple 0.854763 1119.320923 2975.084961 1168.611694 3025.858887
apple 0.852692 1733.965454 3644.735840 1796.060181 3695.641602
apple 0.850713 1429.210327 2144.867676 1475.130981 2181.110840
apple 0.850590 1366.019653 2859.800293 1414.238647 2907.115723
apple 0.850551 1254.328979 2979.880127 1302.599731 3031.433350
apple 0.841759 1475.022461 1665.987061 1527.002686 1714.103516
apple 0.841646 1354.174683 3602.623047 1388.518677 3636.863281
apple 0.840159 1553.195068 2508.259033 1603.797852 2559.380615
apple 0.837721 4.118206 1485.010254 36.803059 1522.606445
apple 0.836815 1875.083130 3449.892578 1926.335327 3498.603516
apple 0.835827 2136.970459 3975.151611 2161.967041 4008.982178
apple 0.832816 2109.070312 3626.023438 2145.753906 3674.631348
apple 0.831605 1386.840820 2382.502441 1431.377686 2428.800781
apple 0.829833 2654.144775 4018.499268 2707.096436 4065.741943
apple 0.827315 1709.882446 1797.299927 1778.420288 1848.203247
apple 0.827306 1488.662354 3122.058350 1550.495117 3168.169189
apple 0.824669 1982.596313 1055.858276 2035.886353 1107.601196
apple 0.821754 1691.372681 2713.928711 1725.949829 2750.255859
apple 0.821132 1601.838379 3263.633057 1640.010742 3311.417236
apple 0.820968 1626.320679 2723.111084 1676.495972 2766.331787
apple 0.815295 1606.970459 3609.829102 1654.439697 3656.979492
apple 0.814247 1980.369385 3163.845459 2040.237305 3206.091553
apple 0.810584 1391.105835 2061.680908 1437.978149 2107.103760
apple 0.809671 1792.741577 3646.115234 1834.974731 3688.861816
apple 0.808895 1420.298584 2035.576294 1477.196533 2085.958984
apple 0.806524 1578.853760 2789.569824 1610.454346 2825.218750
apple 0.805034 2319.249023 3756.479980 2352.742676 3792.133789
apple 0.803847 1638.142700 3541.681152 1663.339233 3571.322754
apple 0.803148 1785.407104 3141.800293 1830.292603 3188.091797
apple 0.801248 1670.462524 3956.930908 1709.684692 4000.281006
apple 0.800452 2511.468506 3923.130615 2562.586182 3966.576416
apple 0.800067 2275.258057 3846.667725 2325.477295 3891.276123
apple 0.798477 1388.603882 1977.132446 1428.468628 2017.432007
apple 0.797607 1144.408936 2377.131592 1192.649902 2418.525635
apple 0.797517 1293.673828 2706.473389 1321.452637 2744.813232
apple 0.796548 2703.744385 3977.498535 2744.025635 4019.323242
apple 0.795351 1383.210449 2290.781250 1427.580566 2335.638184
apple 0.795137 1382.394287 4114.543457 1431.633545 4158.064941
apple 0.794318 169.378830 3360.533447 230.286545 3410.682861
apple 0.791759 1991.168091 2130.939453 2049.376221 2180.288086
apple 0.791261 2383.007568 4222.047363 2410.014893 4255.154785
apple 0.789244 1214.731323 2533.571045 1280.984985 2583.460693
apple 0.784253 1158.935303 2991.490967 1191.840576 3024.719482
apple 0.783050 1339.407593 2716.591553 1376.601196 2748.395264
apple 0.778439 0.000000 2274.414062 39.418327 2318.622070
apple 0.778244 1241.958984 2686.731934 1280.841797 2731.521973
apple 0.773463 1376.759644 4076.906494 1425.913940 4124.339355
apple 0.773338 1389.017212 1227.776123 1431.886353 1268.277588
apple 0.773132 1657.038330 1260.349731 1713.413086 1305.098267
apple 0.772128 3343.363281 2424.593262 3388.401367 2464.772461
apple 0.772050 1589.400269 3072.824951 1630.455444 3111.356201
apple 0.769659 2678.385254 3012.030273 2711.398926 3047.529297
apple 0.768237 2494.332764 3870.332275 2560.694580 3922.884521
apple 0.766719 2505.149414 2270.050537 2539.884766 2307.511475
apple 0.761790 141.664169 1952.088623 186.673782 1995.229004
apple 0.759737 1747.719727 2577.439941 1789.680908 2601.406250
apple 0.759307 1744.228516 2895.110352 1797.123535 2950.966797
apple 0.755550 0.000000 1896.409912 44.839462 1942.095459
apple 0.755069 60.813103 2200.071533 110.769905 2242.258545
apple 0.754732 2177.403809 4015.556641 2221.682129 4054.665039
apple 0.752293 1500.090942 2481.656494 1541.101440 2516.043213
apple 0.752114 1546.741943 2020.152832 1596.250000 2061.690918
apple 0.751781 1467.492188 2418.097900 1504.522705 2462.718506
apple 0.748601 1701.586182 3117.133789 1732.564697 3152.454590
apple 0.747283 2386.447754 4253.603027 2412.598633 4286.617676
apple 0.746706 2255.981201 3621.440186 2316.962646 3674.294189
apple 0.746587 1442.709106 3991.363037 1483.473511 4037.819580
apple 0.744788 0.379017 3188.920410 20.955883 3224.652832
apple 0.744376 2545.792725 4012.722900 2580.236572 4047.822998
apple 0.738770 1618.474854 2479.527588 1658.045410 2518.518799
apple 0.737924 1824.383179 3166.880371 1868.880981 3208.115723
apple 0.736575 1170.905640 2237.920898 1233.993042 2282.963379
apple 0.736268 1747.332642 3564.448730 1793.980103 3611.889160
apple 0.735203 206.198120 2278.586182 248.184143 2321.578369
apple 0.733603 1184.407959 1849.127686 1227.127441 1890.595459
apple 0.729009 2004.859741 4130.674316 2040.757690 4168.184082
apple 0.727684 1357.844116 2494.276367 1398.751343 2525.465332
apple 0.727006 2767.522705 3783.595459 2835.721924 3834.035889
apple 0.726513 1734.308105 2878.643799 1795.801758 2929.479736
apple 0.724279 1707.575439 3915.591553 1744.231445 3954.368896
apple 0.723147 1433.897949 4081.171875 1474.789062 4135.145508
apple 0.721596 1319.086304 2174.007324 1361.379272 2219.189453
apple 0.716513 1765.133911 2186.676514 1825.704224 2245.691650
apple 0.716043 2070.711670 3652.054199 2108.357666 3692.397949
apple 0.715822 1321.489502 3267.915039 1365.997314 3308.791016
apple 0.710244 1873.292358 2509.850830 1935.920288 2563.414307
apple 0.709799 2142.980225 3833.398926 2183.597412 3876.417480
apple 0.708169 2001.475342 999.282532 2051.880859 1041.617676
apple 0.707812 1777.574707 3127.830811 1825.961182 3171.132568
apple 0.706386 1150.561279 2349.397217 1198.259277 2386.952393
apple 0.705406 1108.872437 2645.733154 1178.685669 2696.967041
apple 0.702169 1618.002563 3227.607178 1662.506226 3270.468018
apple 0.701512 1019.970764 3326.217529 1067.502319 3370.489502
apple 0.701296 2300.907227 3869.028320 2346.295410 3908.325195
apple 0.699938 2631.996338 2913.489990 2679.838623 2958.879639
apple 0.699630 1802.710083 1234.032715 1867.824341 1280.578125
apple 0.699603 1434.629639 1943.846436 1467.235107 1977.288330
apple 0.694820 1291.615967 2031.317383 1336.427490 2075.603516
apple 0.694252 1796.096680 3155.597412 1837.436035 3196.691162
apple 0.691752 1345.510742 3183.581543 1386.093018 3229.689453
apple 0.690460 975.989929 2663.375488 1030.042603 2706.932617
apple 0.683934 1770.015381 3324.095459 1816.903076 3371.679932
apple 0.682343 69.525368 3097.049072 118.385506 3136.072998
apple 0.680915 2319.652100 3721.830811 2351.028076 3756.821045
apple 0.680632 11.373524 1104.258789 49.911282 1147.029297
apple 0.680558 3363.622070 2693.411865 3403.663574 2728.925537
apple 0.680013 2790.729248 2806.356934 2826.793701 2828.578613
apple 0.678977 394.042725 3593.840088 443.065186 3632.069092
apple 0.675029 2452.828369 3859.515869 2486.491943 3898.243896
apple 0.674095 1106.431030 2332.350830 1168.296509 2376.504150
apple 0.673312 0.380226 2526.661377 17.273720 2568.230225
apple 0.672475 2008.561646 4059.044922 2037.062622 4081.640137
apple 0.668264 201.285645 1735.995483 238.103271 1761.950806
apple 0.667304 1294.282227 2008.163208 1339.112061 2057.372314
apple 0.666744 346.706085 3958.719482 389.876434 3993.951416
apple 0.664118 327.829895 1206.558716 363.872803 1243.581177
apple 0.662150 1439.871948 4016.992920 1488.868042 4063.216553
apple 0.658459 1964.291382 3279.895752 2018.448853 3323.575439
apple 0.656868 301.250885 2344.847412 354.804657 2397.169189
apple 0.652710 1326.194336 2320.191650 1376.376953 2375.052979
apple 0.652054 180.973083 2231.614014 223.082397 2271.493408
apple 0.650297 1526.465576 2877.463867 1551.511963 2903.091797
apple 0.647683 2591.946045 2315.569092 2638.989014 2355.149658
