name confidence ymin xmin ymax xmax
apple 0.935497 1692.051270 1970.057007 1791.329224 2052.413086
apple 0.934078 2019.031494 1669.224243 2116.500732 1752.635742
apple 0.933509 880.762634 3936.370605 945.709961 3977.036865
apple 0.932118 2151.916260 2423.144775 2249.578125 2506.372070
apple 0.931658 1622.120117 1657.745361 1717.660522 1744.810181
apple 0.917349 1514.754517 3695.045898 1608.708740 3768.769287
apple 0.914807 784.059082 3883.226807 869.224548 3962.937012
apple 0.914644 2169.914062 3057.376953 2245.029053 3095.412109
apple 0.913430 840.128357 3997.276611 924.925964 4079.083008
apple 0.900385 1536.463013 3761.310059 1618.489502 3816.552246
apple 0.898780 2171.289795 2640.328125 2260.997314 2719.645752
apple 0.891380 2148.785400 1952.687622 2230.661377 2028.917358
apple 0.889978 1929.892212 2276.802979 2004.844604 2351.052002
apple 0.887460 1935.239502 4807.752441 2027.774414 4885.308594
apple 0.882793 1130.671143 2319.931885 1220.398315 2398.955811
apple 0.876488 1163.562134 2294.471924 1248.049927 2376.365234
apple 0.876358 2222.381348 3452.749023 2292.094727 3527.992188
apple 0.872064 986.880859 2388.288330 1052.867432 2444.304199
apple 0.871889 1148.703125 4014.983887 1210.954834 4073.215088
apple 0.871840 2090.653076 3053.357422 2171.270752 3133.785156
apple 0.865634 1231.212158 1703.176392 1307.085083 1755.750000
apple 0.860954 3021.766113 4335.544922 3093.937012 4391.625977
apple 0.858524 2001.305786 2021.476318 2078.738037 2091.564697
apple 0.856212 1450.510010 4160.928223 1550.477905 4236.764648
apple 0.854364 1320.791260 4552.395996 1396.607300 4618.813477
apple 0.852459 2212.283936 3207.768555 2274.341064 3261.071289
apple 0.851052 1963.959595 2265.175781 2052.466064 2337.061523
apple 0.848385 1414.452393 4540.791016 1517.428101 4621.407227
apple 0.845617 1646.493164 2466.695801 1733.342651 2545.430908
apple 0.845119 446.957062 4275.376953 527.754822 4351.462402
apple 0.840820 1622.449707 1791.505371 1684.041992 1836.652954
apple 0.840468 1284.264771 3519.133301 1350.998169 3591.859863
apple 0.836149 2361.440918 3027.749268 2423.472168 3107.452393
apple 0.831895 3238.663574 2297.419189 3284.500732 2339.696045
apple 0.831556 1879.381348 2598.516357 1964.414062 2676.293945
apple 0.830648 1412.839111 2509.486328 1490.055420 2577.848877
apple 0.826778 2517.923828 4040.767334 2595.094727 4109.612793
apple 0.823674 2124.035400 2332.243652 2177.063477 2375.710205
apple 0.818623 2303.029541 2077.804688 2360.471436 2131.708008
apple 0.805491 2350.664551 4655.830078 2416.246338 4728.960449
apple 0.804202 3509.834717 3091.363281 3545.636230 3130.640137
apple 0.802582 3057.573486 4656.328125 3139.278076 4724.147461
apple 0.802342 1852.119507 4064.878418 1948.538818 4144.250977
apple 0.800065 1945.062500 3711.680420 1998.187988 3777.603516
apple 0.798294 1424.704224 3902.910645 1488.487793 3966.952881
apple 0.797941 2092.214355 4082.010742 2193.137451 4158.725098
apple 0.794034 318.145447 4195.146973 365.899109 4250.072754
apple 0.792927 1581.810791 1577.016846 1642.257568 1645.119995
apple 0.792184 1849.855347 2248.437744 1916.446045 2307.397705
apple 0.785978 511.850372 4225.251465 571.715515 4290.596680
apple 0.775107 1131.150146 2817.703125 1218.566284 2883.754639
apple 0.771818 610.844055 3044.934082 670.591553 3121.098145
apple 0.766214 3364.524902 2645.280029 3415.953369 2695.652100
apple 0.760084 2017.906128 3413.927490 2094.930420 3491.707031
apple 0.759874 1340.150513 3374.001709 1390.916504 3435.095215
apple 0.757682 1492.543701 2474.665283 1540.159546 2533.988037
apple 0.751819 2299.006104 3704.841309 2367.080566 3782.740967
apple 0.748838 1475.056885 4144.226074 1573.163086 4220.219238
apple 0.748468 2473.275391 4185.393066 2555.696777 4255.767090
apple 0.736807 2001.340576 2868.725586 2052.673096 2911.588623
