name confidence ymin xmin ymax xmax
apple 0.913907 2146.191406 4424.439453 2257.460938 4505.158203
apple 0.904781 1923.547241 2481.031006 1996.708496 2551.763672
apple 0.904706 1673.466553 2383.931885 1767.021729 2465.488525
apple 0.895712 1911.127075 2711.704834 1997.504517 2794.079590
apple 0.892710 2052.753662 2510.150391 2124.774170 2586.606201
apple 0.892444 1385.833740 2835.342285 1476.858032 2914.998291
apple 0.890291 1170.688843 1849.681274 1263.679443 1929.195190
apple 0.886272 1594.638428 2379.905029 1676.513306 2460.084717
apple 0.883651 2157.131836 4504.606445 2247.899902 4576.768066
apple 0.881421 1653.551514 2697.678955 1723.002319 2769.473145
apple 0.871885 1370.600464 2020.318726 1432.393433 2078.753174
apple 0.871687 1419.497192 3459.303955 1490.598267 3513.648193
apple 0.870958 1326.978638 2203.404541 1426.616089 2279.296143
apple 0.869743 1566.608032 2618.758301 1663.160645 2693.695557
apple 0.867767 1468.535278 3860.856689 1537.509277 3934.021240
apple 0.864665 2293.270996 3843.646729 2356.005859 3916.664795
apple 0.861583 1330.419678 2778.594971 1419.807007 2853.733887
apple 0.857606 2314.618164 4356.498047 2384.211426 4401.585449
apple 0.855999 1984.374878 2512.203369 2047.397217 2581.101074
apple 0.855882 1775.002930 2297.712891 1843.773682 2373.434814
apple 0.855721 1460.369995 3282.867432 1540.044800 3355.236572
apple 0.855522 1859.744507 2699.564209 1937.777466 2776.401855
apple 0.853206 1439.552979 2806.579590 1511.850952 2854.746094
apple 0.852608 1428.670776 3614.690430 1526.752441 3686.125000
apple 0.851419 1342.671265 2264.689209 1424.418091 2314.494629
apple 0.842258 2318.258789 4394.446289 2397.106201 4462.518066
apple 0.840019 1091.807373 4882.662598 1125.993530 4929.909668
apple 0.834691 1745.466064 2259.862793 1790.471558 2312.145996
apple 0.821080 1276.141357 1770.976318 1336.765869 1827.017578
apple 0.820615 1469.250000 3498.547363 1513.127563 3538.072510
apple 0.810773 1606.724243 1632.985107 1658.130737 1688.265381
apple 0.804115 1678.768188 3604.395508 1739.221558 3671.872070
apple 0.803953 2.474874 3902.927002 56.016197 3962.001221
apple 0.780736 1582.275269 3853.112061 1633.017090 3904.403564
apple 0.772488 1121.675171 4137.763184 1231.037109 4213.775391
apple 0.770615 1396.591675 2164.697998 1449.956177 2220.850342
apple 0.766120 2386.708496 3781.703857 2413.426025 3810.892334
apple 0.763486 1446.297974 2132.563965 1493.356567 2177.142822
apple 0.762507 1414.281494 2609.568604 1479.881592 2667.965820
apple 0.761481 2222.490723 4997.397461 2262.256104 5039.111816
apple 0.756728 10.170620 3969.461670 55.592312 4018.698730
apple 0.736386 1119.166748 1142.339355 1205.723633 1213.964355
apple 0.734142 544.844788 3399.969727 571.741333 3434.466064
apple 0.728327 1411.474365 3526.346191 1449.104004 3575.614014
apple 0.726401 0.390716 2202.020996 74.846489 2275.496094
apple 0.714768 1351.857178 2232.416504 1435.321655 2306.998291
apple 0.709968 817.654968 4514.642090 875.870422 4586.907227
apple 0.706303 1215.817261 1780.548096 1297.043945 1841.661011
apple 0.682172 1112.956421 2215.530029 1163.072388 2266.983398
apple 0.671644 1121.618286 4963.940918 1150.344727 4994.408203
apple 0.669051 1648.825928 3737.647705 1716.303589 3802.098633
apple 0.651220 1894.201538 870.346619 1979.079346 939.741760
apple 0.645870 1577.551514 3843.066650 1621.947998 3886.503662
apple 0.641967 2486.824219 3690.382568 2520.286865 3712.855469
apple 0.638892 1936.408081 725.158813 2003.538208 783.034119
apple 0.638557 2038.324585 918.922302 2101.194824 978.804565
apple 0.634261 1754.049438 690.227173 1827.634033 755.123047
apple 0.585753 2060.779785 1359.953979 2129.737793 1422.573242
apple 0.578184 1857.939819 3449.475586 1887.859253 3498.331055
apple 0.571948 1344.380859 2756.338623 1429.956177 2824.348389
apple 0.567661 1209.622559 1331.547974 1279.945312 1394.218506
apple 0.556882 1754.718140 3302.808105 1812.428589 3373.979004
apple 0.540005 1472.040405 2535.123047 1517.387207 2569.171143
apple 0.532483 2377.354736 4389.357422 2434.387939 4448.340820
apple 0.521292 1414.965820 2036.338257 1460.843384 2076.507568
apple 0.516622 208.825607 1306.873047 250.540558 1342.320557
apple 0.496785 1557.791138 2685.373535 1594.926758 2721.580811
apple 0.495686 1165.497314 990.028198 1223.794556 1049.767456
apple 0.491445 1852.520142 3283.058594 1887.546021 3347.204834
apple 0.477372 1858.721680 3397.969482 1886.583740 3448.987061
apple 0.466849 1055.445923 1099.252686 1136.214111 1163.500732
apple 0.460875 3617.171875 2877.593262 3644.576904 2906.513184
apple 0.446433 1190.315918 1893.719971 1263.165649 1949.195068
apple 0.443845 1126.911133 4220.780273 1216.364746 4263.492188
apple 0.432670 2456.455566 4267.121582 2503.095459 4324.514648
apple 0.427710 1577.936279 2996.488037 1637.740723 3053.348145
apple 0.408518 3421.769775 2926.144043 3442.741943 2947.135254
apple 0.405925 1165.274048 4070.484619 1224.309692 4122.367188
apple 0.405070 2.664680 2096.397949 49.548054 2153.263184
apple 0.397089 2028.256104 4122.943359 2089.332275 4183.974121
apple 0.395076 1995.054199 2607.331787 2037.265137 2638.912109
apple 0.393619 1762.616943 1248.238159 1836.387207 1289.754639
apple 0.387423 2045.789795 3312.365723 2107.177734 3370.531738
apple 0.379380 1870.649048 3692.725342 1930.558594 3757.743164
apple 0.377032 1634.311157 3417.220703 1671.288940 3459.497559
apple 0.374906 122.447319 1293.852539 162.350693 1330.864746
apple 0.372538 1979.082031 2039.317505 2043.432251 2092.507080
apple 0.371641 1959.650879 489.209381 2028.033813 552.367859
apple 0.365969 1557.604248 2657.943604 1611.583740 2718.141357
apple 0.363116 1638.453735 3735.276123 1680.723267 3786.208008
apple 0.359095 1281.800903 1093.301880 1351.139526 1149.588257
apple 0.344892 1873.503052 919.350403 1925.992065 955.340515
apple 0.343810 1606.544800 2624.376221 1670.333618 2709.252930
apple 0.342135 1512.633423 1311.650757 1568.777710 1366.583740
apple 0.340511 2094.736328 2293.703125 2164.570557 2357.915283
apple 0.337927 1920.974487 2778.450684 1981.765869 2817.287354
apple 0.329243 2102.645508 871.707336 2161.429688 924.236084
apple 0.324698 1959.120605 2915.356201 2018.785522 2975.856934
apple 0.324654 203.086777 4046.118896 252.747726 4102.800781
apple 0.323820 1631.529053 2435.640869 1685.690552 2478.153564
apple 0.316577 1609.192871 2418.394043 1678.634155 2481.948730
apple 0.304965 1983.776489 957.647278 2040.854858 1017.647644
apple 0.301631 1835.562378 1182.549927 1902.946655 1242.678589
apple 0.291995 1625.716553 1782.361938 1655.105347 1808.798706
apple 0.288930 1592.141235 771.382568 1679.381470 840.563477
apple 0.286370 1476.699219 3616.322021 1535.447510 3684.503906
apple 0.277254 2185.160645 4448.118164 2259.316406 4528.413574
apple 0.274905 1565.907837 677.104065 1626.176270 736.109253
apple 0.274899 123.787079 1021.808777 179.196762 1059.770020
apple 0.274827 1785.789307 1963.692383 1843.570068 2018.455200
apple 0.274460 1963.839966 2514.548340 2014.066528 2559.771729
apple 0.273570 1591.068604 2413.375488 1645.435547 2467.907959
apple 0.272530 2343.331543 4165.631836 2402.314941 4224.469238
apple 0.271922 0.000000 4068.762451 35.192966 4115.384766
apple 0.270912 1860.051392 3375.043945 1886.855469 3419.830811
apple 0.266491 1455.695312 2586.761963 1471.620117 2621.399414
apple 0.266064 2724.384521 2424.755371 2773.933594 2474.860107
apple 0.254349 1554.618652 2611.700439 1630.857910 2675.204590
apple 0.253899 2034.218384 2109.110840 2082.889893 2158.504639
