name confidence ymin xmin ymax xmax
apple 0.899982 748.595886 3962.137451 857.497620 4075.543945
apple 0.877445 3510.747559 2363.851807 3623.404053 2477.353760
apple 0.874806 1926.060669 3066.900635 2034.534302 3171.687744
apple 0.865092 1448.333252 3955.334229 1560.452881 4077.797363
apple 0.861838 1245.597534 1529.219604 1348.541260 1627.069458
apple 0.848325 1501.480103 2753.964600 1618.838867 2858.934326
apple 0.844367 1203.714844 2691.838867 1292.717285 2772.960449
apple 0.835431 625.475830 3131.125244 740.244080 3237.904541
apple 0.832399 3313.356689 2047.010132 3410.247070 2131.617188
apple 0.831460 3552.225098 4135.236328 3648.000000 4239.076660
apple 0.826982 3496.181641 2730.736084 3572.114014 2826.136719
apple 0.819718 1998.046265 2940.829346 2090.048340 3036.884521
apple 0.818410 3494.994141 3518.413574 3577.459473 3607.067139
apple 0.806516 3420.893799 1821.151123 3509.423828 1894.620117
apple 0.799978 1497.485840 2557.239990 1588.406372 2624.716309
apple 0.789171 3469.312256 3357.687988 3509.405029 3411.387939
apple 0.772422 1417.505127 2427.681885 1543.881104 2522.439941
apple 0.751039 1543.230225 3056.685303 1640.317383 3129.586670
apple 0.740297 1480.390991 1910.189941 1572.109009 1999.477783
apple 0.728473 3370.613525 2225.379150 3445.800293 2301.357422
apple 0.725124 1280.234497 2003.162842 1376.237305 2090.173584
apple 0.724460 1308.782715 2652.499512 1399.941406 2721.700439
apple 0.721366 1777.835938 3730.436279 1867.362061 3814.148438
apple 0.713721 1843.255615 2858.458008 1918.997437 2946.142334
apple 0.713413 3400.232178 1690.657349 3444.999268 1758.568604
apple 0.668621 3346.207031 2662.025146 3420.175537 2730.804932
apple 0.660672 3567.533936 2237.603760 3635.556152 2345.855469
apple 0.657726 1680.182983 1564.680542 1769.302612 1660.866699
apple 0.655646 1806.597046 3886.404541 1863.833862 3943.444824
apple 0.633031 1793.694336 3072.858643 1828.845703 3187.325684
apple 0.626831 3476.071533 2222.508301 3547.555664 2294.470459
apple 0.609633 3615.964600 3660.752686 3648.000000 3742.310547
apple 0.609628 3609.198730 2926.704834 3647.671631 3026.885986
apple 0.608791 1983.831177 3736.536133 2063.238281 3811.135498
apple 0.601923 3615.775391 2534.617920 3648.000000 2613.533691
apple 0.601287 1817.604492 2466.812500 1866.540771 2525.082275
apple 0.597131 1904.176270 2945.627197 1964.713501 2994.707031
apple 0.580232 279.871338 3644.620850 329.295166 3683.918457
apple 0.577462 1604.969604 2247.244873 1693.237549 2322.197266
apple 0.539241 1795.298462 2997.254150 1830.378784 3082.818115
apple 0.532210 1801.537354 2582.753174 1847.282837 2626.321777
apple 0.527821 1937.463379 3737.284424 2030.894043 3823.030029
apple 0.502047 3442.894043 2230.055908 3519.676025 2309.487793
apple 0.499758 1799.936157 2824.892822 1870.844116 2892.751709
apple 0.444050 2847.626953 4879.674316 2898.224609 4942.007324
apple 0.412982 1796.234497 2955.072510 1832.723877 3046.811768
apple 0.412654 3317.262695 1977.888062 3397.429443 2045.219116
apple 0.387440 1772.280029 3639.590576 1824.006104 3716.619873
apple 0.351559 1662.810547 1370.254150 1732.226685 1449.975464
apple 0.279805 1820.889526 2837.546387 1902.375488 2907.482666
apple 0.276398 1265.798584 2667.345459 1390.020386 2743.745605
