name confidence ymin xmin ymax xmax
apple 0.903219 2367.297607 3913.400879 2501.398193 4060.877441
apple 0.895347 1362.543701 4065.275635 1452.428223 4185.201172
apple 0.876371 2269.261719 4074.594727 2368.026123 4178.041016
apple 0.871030 1614.232300 2252.805420 1728.215942 2354.827881
apple 0.869776 1537.185791 3219.512695 1632.147217 3308.724121
apple 0.860447 3351.046875 3044.585449 3436.134521 3135.191650
apple 0.857740 1180.706543 2332.022949 1280.764526 2433.195068
apple 0.854619 2376.114014 3141.625488 2481.544189 3265.801514
apple 0.852727 1930.154907 2785.052979 2034.506470 2882.940674
apple 0.852718 2246.922852 3093.608154 2329.147217 3161.665527
apple 0.852237 1406.738403 2957.098145 1496.872437 3037.191895
apple 0.850882 1234.836548 2025.797729 1334.257446 2113.421387
apple 0.846498 1268.763062 3290.740967 1363.415039 3361.064453
apple 0.846063 3451.258789 3159.117676 3536.282471 3236.108398
apple 0.844776 1931.120239 2309.671387 2032.653809 2406.258545
apple 0.844535 2180.696045 2267.969482 2280.833496 2362.928467
apple 0.844398 1169.259888 2184.076660 1273.995239 2282.198730
apple 0.843563 1490.069458 1981.972534 1600.722412 2084.278320
apple 0.841370 1758.706543 2081.410889 1844.633911 2178.689941
apple 0.837039 1384.469116 1890.376953 1478.351807 1995.659546
apple 0.831863 2050.895508 3784.870850 2152.914551 3858.152832
apple 0.831301 2353.567871 3503.173096 2454.306885 3608.664551
apple 0.824708 2226.121582 3360.524902 2318.945801 3449.051758
apple 0.821730 1702.804810 1316.260620 1792.750000 1385.660400
apple 0.819377 1072.668579 3776.439697 1169.327026 3882.699951
apple 0.818794 1583.676025 3054.744385 1654.677490 3123.168457
apple 0.817187 3573.900146 3168.251953 3644.756104 3245.318848
apple 0.807549 1585.275146 3998.343750 1668.696533 4096.086914
apple 0.799044 1818.575684 2201.065674 1893.807007 2271.173584
apple 0.795424 1926.161255 1461.748535 2004.517578 1543.668823
apple 0.792314 1652.207764 2653.869141 1726.974854 2744.500000
apple 0.788924 1730.845825 1628.225952 1823.611572 1722.709961
apple 0.788201 1801.086792 3854.194580 1901.252930 3951.265625
apple 0.779724 2422.453369 3031.948242 2503.398682 3091.715820
apple 0.774563 3258.356689 2930.049805 3346.177979 3007.435547
apple 0.773649 2466.590088 3226.522461 2545.982422 3322.251953
apple 0.771143 1517.178833 4243.503906 1619.081055 4360.210938
apple 0.762375 2578.188477 3183.311768 2657.355225 3254.938965
apple 0.760917 1378.955688 1690.366699 1461.523438 1793.930786
apple 0.746342 1371.264160 1809.012207 1447.439697 1867.290405
apple 0.744513 1446.438965 1821.031494 1529.389160 1876.452271
apple 0.743060 1899.865723 3864.233643 2008.363403 3994.576660
apple 0.739122 1452.075806 1669.058350 1527.735352 1728.806519
apple 0.726947 1565.617065 1768.262207 1637.270630 1835.985474
apple 0.720796 1554.661499 1279.648071 1655.418091 1370.822998
apple 0.717119 2127.094727 3196.324219 2177.237061 3244.331787
apple 0.715751 1614.025146 3501.165283 1678.202881 3557.957275
apple 0.708825 1687.672241 2460.644287 1752.272339 2547.645508
apple 0.703378 1818.734009 1986.703247 1908.580688 2075.235596
apple 0.701366 1866.368042 3087.319092 1932.218628 3140.727539
apple 0.695554 1338.833862 3701.364258 1409.777710 3759.883057
apple 0.681082 3500.625977 3746.892334 3591.393555 3816.758789
apple 0.675245 1726.659668 2421.282959 1826.353027 2512.287354
apple 0.653449 1416.708984 3080.220703 1474.097412 3149.185791
apple 0.652183 2029.703735 3371.737061 2127.211914 3450.731689
apple 0.652172 630.282715 3207.052490 683.463867 3253.457520
apple 0.645616 1409.979736 1558.190552 1489.050781 1645.321533
apple 0.622708 2305.322754 3459.563232 2388.076172 3533.559082
apple 0.614570 1169.845703 3699.902100 1217.095703 3760.869385
apple 0.581912 1309.582520 1888.857544 1377.295410 1973.533203
apple 0.574612 1716.710693 2938.805908 1759.532471 3008.861328
apple 0.519208 2546.022949 3688.152100 2654.192627 3772.506104
apple 0.465398 544.829712 3203.349854 574.652588 3238.797119
apple 0.459609 1672.649658 1990.031006 1766.055176 2060.966064
apple 0.449250 1904.762573 3142.627686 1985.881592 3202.291504
apple 0.440261 1901.082886 3152.558838 1946.657349 3199.729980
apple 0.331382 1396.866821 1682.420410 1492.826782 1770.981567
apple 0.328463 1418.791748 3358.985352 1491.379028 3389.129639
apple 0.327295 1491.371704 2256.042236 1562.695435 2346.939697
apple 0.286736 1551.788574 3588.361084 1620.733154 3638.108887
